pos	verb	ccar	slew	bic
687483	1.0	1.0	1.0	0.0
687493	1.0	1.0	0.0	1.0
687520	1.0	1.0	0.0	1.0
687522	1.0	0.612903225806	1.0	1.0
687525	1.0	1.0	0.0	0.0
687531	1.0	1.0	1.0	0.0
687591	0.0	0.564516129032	0.0	0.0
687612	0.0	1.0	0.0	0.0
687678	0.0	1.0	0.0	0.0
687718	0.0	1.0	0.0	1.0
687727	0.0	1.0	1.0	1.0
687732	0.0	1.0	1.0	1.0
687750	1.0	1.0	0.0	1.0
687753	1.0	1.0	1.0	0.0
687765	1.0	1.0	1.0	0.0
687798	0.0	1.0	1.0	1.0
687827	1.0	1.0	1.0	0.0
688115	0.0	0.612903225806	0.0	0.0
688151	0.0	1.0	1.0	1.0
688160	1.0	1.0	0.947368421053	1.0
688163	1.0	0.967741935484	0.605263157895	1.0
688166	1.0	1.0	1.0	0.0
688200	0.0	1.0	0.973684210526	0.0
688208	1.0	0.822580645161	1.0	1.0
707989	1.0	0.806451612903	1.0	1.0
707992	0.0	1.0	1.0	1.0
708031	1.0	1.0	1.0	0.0
708034	1.0	1.0	1.0	0.0
708052	1.0	1.0	1.0	0.0
708055	1.0	1.0	1.0	0.0
708058	1.0	1.0	1.0	0.0
708065	1.0	0.983870967742	1.0	1.0
708091	1.0	0.370967741935	0.0263157894737	1.0
708130	1.0	1.0	1.0	0.0
708182	0.0	1.0	1.0	1.0
708189	1.0	0.983870967742	1.0	1.0
708193	0.0	1.0	1.0	1.0
708254	1.0	0.967741935484	1.0	1.0
708259	0.5	1.0	1.0	1.0
708265	1.0	0.677419354839	1.0	1.0
708274	0.5	1.0	1.0	1.0
708280	1.0	0.951612903226	1.0	1.0
726186	1.0	1.0	0.789473684211	1.0
726413	1.0	1.0	0.947368421053	0.0
726551	1.0	0.709677419355	0.657894736842	1.0
726563	0.0	0.677419354839	1.0	1.0
726736	1.0	0.983870967742	1.0	1.0
726737	1.0	1.0	0.0263157894737	1.0
726740	1.0	0.290322580645	1.0	1.0
726774	1.0	0.967741935484	1.0	1.0
726831	1.0	1.0	0.973684210526	1.0
726859	0.0	1.0	1.0	1.0
726881	0.0	1.0	1.0	1.0
726901	0.0	1.0	1.0	1.0
726943	1.0	0.967741935484	1.0	1.0
726957	1.0	0.258064516129	1.0	1.0
726980	1.0	1.0	0.736842105263	1.0
726981	1.0	1.0	1.0	0.0
726998	1.0	1.0	0.815789473684	1.0
727032	1.0	0.822580645161	1.0	1.0
728539	1.0	1.0	1.0	0.0
728555	1.0	0.806451612903	1.0	1.0
728559	1.0	0.677419354839	0.105263157895	1.0
728573	0.0	1.0	1.0	1.0
728587	0.0	1.0	0.973684210526	1.0
728625	0.0	1.0	1.0	1.0
741456	0.0	1.0	1.0	1.0
741538	1.0	1.0	0.921052631579	1.0
741557	1.0	0.983870967742	1.0	1.0
741604	1.0	1.0	0.0	1.0
741678	1.0	0.967741935484	1.0	1.0
827351	1.0	1.0	0.973684210526	1.0
827363	1.0	0.967741935484	1.0	1.0
827367	0.0	1.0	1.0	1.0
827382	1.0	0.967741935484	0.973684210526	1.0
827384	0.0	1.0	0.0	0.0
827389	0.5	1.0	1.0	1.0
827416	1.0	1.0	0.0	1.0
827481	1.0	0.951612903226	1.0	1.0
827543	1.0	0.967741935484	1.0	1.0
827544	0.0	1.0	0.0	0.0
827558	0.5	1.0	1.0	1.0
827561	1.0	0.951612903226	1.0	1.0
827576	1.0	0.967741935484	1.0	1.0
827623	1.0	1.0	0.0	1.0
827660	0.0	1.0	1.0	1.0
827663	1.0	1.0	0.0	1.0
827666	1.0	1.0	1.0	0.0
827684	0.0	1.0	1.0	1.0
827702	1.0	0.887096774194	1.0	1.0
827742	0.0	1.0	1.0	1.0
827760	0.0	1.0	1.0	1.0
827764	1.0	0.854838709677	0.0	0.0
827771	0.0	1.0	1.0	1.0
827813	1.0	0.967741935484	1.0	1.0
827830	0.0	1.0	1.0	1.0
827836	0.0	1.0	1.0	1.0
827873	0.0	0.774193548387	1.0	1.0
827920	1.0	1.0	0.0	1.0
827942	1.0	1.0	0.894736842105	1.0
827957	1.0	0.967741935484	1.0	1.0
827963	1.0	0.967741935484	1.0	1.0
827964	1.0	0.790322580645	1.0	1.0
827969	1.0	0.870967741935	1.0	1.0
828015	0.0	1.0	1.0	1.0
828029	1.0	0.725806451613	1.0	1.0
828062	1.0	0.951612903226	1.0	1.0
828104	1.0	0.983870967742	1.0	1.0
828116	1.0	1.0	1.0	0.0
828119	1.0	0.983870967742	1.0	1.0
828152	1.0	0.967741935484	1.0	1.0
828193	0.0	1.0	1.0	1.0
828268	1.0	1.0	0.973684210526	1.0
828269	1.0	1.0	0.973684210526	1.0
828324	1.0	0.983870967742	1.0	1.0
828368	0.0	0.935483870968	0.0	0.0
828369	1.0	0.903225806452	1.0	1.0
828382	1.0	1.0	1.0	0.0
828388	0.0	1.0	1.0	1.0
828389	0.0	0.967741935484	0.0	1.0
828399	0.0	1.0	1.0	1.0
828426	0.0	1.0	1.0	1.0
828453	1.0	1.0	0.447368421053	1.0
828462	1.0	0.967741935484	1.0	1.0
828491	1.0	0.967741935484	1.0	1.0
828515	1.0	1.0	1.0	0.0
828519	0.5	1.0	1.0	1.0
828525	1.0	1.0	0.605263157895	1.0
828534	1.0	0.967741935484	1.0	1.0
828551	0.0	0.822580645161	0.0	0.0
828552	0.0	0.887096774194	0.0	1.0
828570	1.0	0.91935483871	0.0	0.0
828571	1.0	0.91935483871	0.0	0.0
828579	0.5	1.0	1.0	1.0
828581	0.0	1.0	0.0	0.0
828616	0.0	1.0	1.0	1.0
828618	0.0	1.0	1.0	1.0
828619	1.0	1.0	0.605263157895	1.0
837701	1.0	0.951612903226	0.973684210526	0.0
837705	1.0	0.967741935484	1.0	1.0
837706	1.0	0.967741935484	1.0	1.0
837710	1.0	0.967741935484	1.0	1.0
837786	1.0	1.0	1.0	0.0
837789	1.0	1.0	1.0	0.0
837802	0.5	0.870967741935	1.0	1.0
837884	1.0	0.935483870968	1.0	0.0
837911	1.0	0.935483870968	1.0	0.0
837956	0.0	1.0	0.0	0.0
837960	1.0	1.0	0.0	1.0
837971	1.0	1.0	1.0	0.0
838005	0.5	1.0	1.0	1.0
838012	0.5	1.0	1.0	1.0
838017	0.5	1.0	1.0	1.0
838024	0.0	1.0	0.0	0.0
838026	0.5	1.0	1.0	1.0
838029	0.0	1.0	0.0	1.0
838043	0.0	1.0	1.0	1.0
838092	1.0	1.0	0.0	1.0
838093	1.0	1.0	0.868421052632	1.0
838095	1.0	0.91935483871	1.0	1.0
847077	1.0	1.0	1.0	0.0
847078	1.0	1.0	0.605263157895	1.0
847081	1.0	0.758064516129	1.0	1.0
847275	1.0	1.0	0.578947368421	1.0
847282	0.0	1.0	1.0	1.0
847294	1.0	0.967741935484	1.0	1.0
847807	0.0	1.0	1.0	1.0
847818	1.0	0.967741935484	1.0	1.0
847843	1.0	1.0	0.710526315789	1.0
847847	1.0	0.983870967742	1.0	1.0
847849	1.0	1.0	0.710526315789	1.0
847868	1.0	0.91935483871	1.0	1.0
847902	1.0	0.983870967742	1.0	1.0
847994	0.5	1.0	1.0	1.0
848057	1.0	0.983870967742	1.0	1.0
848068	0.5	0.967741935484	1.0	1.0
848085	1.0	0.967741935484	1.0	1.0
848088	1.0	0.967741935484	1.0	1.0
848097	0.0	1.0	1.0	1.0
848130	0.0	1.0	1.0	1.0
850455	1.0	0.903225806452	1.0	1.0
850482	1.0	0.983870967742	1.0	1.0
850503	1.0	0.967741935484	1.0	1.0
850521	1.0	0.774193548387	0.315789473684	1.0
850596	1.0	1.0	0.868421052632	1.0
850602	0.0	0.870967741935	1.0	1.0
850643	1.0	0.967741935484	1.0	1.0
850644	0.0	1.0	0.184210526316	1.0
850668	1.0	0.790322580645	1.0	1.0
850717	1.0	0.983870967742	1.0	1.0
850770	0.0	1.0	1.0	1.0
850861	1.0	1.0	1.0	0.0
850893	0.5	1.0	1.0	1.0
850905	1.0	0.774193548387	1.0	1.0
850908	0.5	0.758064516129	0.894736842105	1.0
850914	1.0	0.983870967742	1.0	1.0
850926	0.0	0.983870967742	0.157894736842	1.0
850938	1.0	0.758064516129	1.0	1.0
850950	0.0	0.774193548387	0.0526315789474	1.0
850977	1.0	0.903225806452	1.0	1.0
850998	0.0	1.0	1.0	1.0
851238	1.0	1.0	1.0	0.0
851334	1.0	0.983870967742	1.0	1.0
851373	0.0	0.838709677419	0.973684210526	0.0
852690	0.0	1.0	0.0	0.0
852709	1.0	1.0	0.342105263158	1.0
852723	0.0	1.0	0.0789473684211	0.0
852731	0.0	1.0	1.0	1.0
852733	1.0	1.0	0.0526315789474	1.0
852741	1.0	0.774193548387	1.0	1.0
852748	1.0	0.983870967742	1.0	1.0
852749	1.0	0.870967741935	1.0	1.0
853040	1.0	0.983870967742	1.0	1.0
853120	0.0	1.0	1.0	1.0
853170	1.0	1.0	1.0	0.0
853182	0.0	1.0	1.0	1.0
853185	1.0	1.0	1.0	0.0
853195	0.0	0.790322580645	0.578947368421	0.0
853233	1.0	1.0	0.421052631579	1.0
853248	1.0	1.0	1.0	0.0
853275	1.0	0.951612903226	1.0	1.0
853292	0.0	1.0	1.0	1.0
853293	1.0	1.0	1.0	0.0
853303	0.0	0.790322580645	0.0263157894737	0.0
853316	1.0	0.951612903226	1.0	1.0
853335	1.0	0.951612903226	0.684210526316	1.0
853340	0.0	1.0	1.0	1.0
853356	1.0	1.0	1.0	0.0
853359	1.0	0.91935483871	1.0	1.0
853365	0.0	0.854838709677	0.0	0.0
853371	1.0	1.0	0.5	1.0
853397	1.0	0.983870967742	1.0	1.0
853412	1.0	0.91935483871	1.0	1.0
853440	1.0	0.870967741935	0.684210526316	1.0
853533	0.0	1.0	1.0	1.0
853548	0.0	0.870967741935	0.0	0.0
853581	0.0	0.548387096774	0.0	0.0
853650	1.0	1.0	0.973684210526	1.0
853678	0.5	0.951612903226	0.526315789474	1.0
853697	0.5	1.0	1.0	1.0
853698	0.5	0.951612903226	0.5	1.0
853703	0.5	0.951612903226	0.473684210526	1.0
853706	1.0	1.0	0.5	1.0
853707	0.5	1.0	1.0	1.0
853712	1.0	0.951612903226	0.5	1.0
853716	1.0	0.951612903226	1.0	1.0
853733	1.0	0.935483870968	0.526315789474	1.0
853739	1.0	0.983870967742	1.0	1.0
853746	1.0	0.91935483871	1.0	1.0
853750	1.0	1.0	1.0	0.0
853764	0.0	0.790322580645	0.394736842105	0.0
858253	1.0	0.983870967742	1.0	1.0
858260	1.0	0.806451612903	1.0	1.0
858301	1.0	0.983870967742	1.0	1.0
858546	0.5	1.0	1.0	1.0
858558	0.0	1.0	1.0	1.0
858561	0.5	1.0	1.0	1.0
858575	1.0	1.0	0.789473684211	1.0
858589	0.0	1.0	1.0	1.0
858591	1.0	1.0	0.236842105263	1.0
858911	1.0	0.903225806452	0.0	0.0
858917	1.0	1.0	1.0	0.0
858972	1.0	1.0	1.0	0.0
861774	1.0	0.983870967742	1.0	1.0
861792	1.0	0.983870967742	1.0	1.0
861806	1.0	0.870967741935	1.0	1.0
861819	1.0	0.983870967742	1.0	1.0
861831	0.0	1.0	1.0	1.0
861842	0.0	1.0	1.0	1.0
861847	1.0	0.870967741935	1.0	1.0
861883	1.0	1.0	0.947368421053	1.0
861916	0.0	1.0	1.0	1.0
861940	1.0	0.91935483871	1.0	1.0
861961	1.0	0.983870967742	1.0	1.0
861964	1.0	0.91935483871	1.0	1.0
861976	0.0	0.903225806452	0.0	1.0
862057	1.0	0.822580645161	1.0	1.0
862065	1.0	0.951612903226	1.0	1.0
862116	1.0	0.532258064516	1.0	1.0
862117	0.0	1.0	1.0	1.0
862135	0.0	1.0	1.0	1.0
862183	1.0	0.41935483871	0.0	1.0
862192	0.0	0.91935483871	0.0	0.0
862231	0.0	1.0	0.0	0.0
862232	1.0	0.91935483871	1.0	1.0
862234	0.0	1.0	1.0	1.0
862244	1.0	1.0	0.868421052632	1.0
862247	1.0	0.983870967742	1.0	1.0
862264	1.0	1.0	0.894736842105	1.0
862270	1.0	0.887096774194	1.0	1.0
862276	1.0	1.0	0.289473684211	1.0
862277	0.0	0.467741935484	0.0	0.0
862278	1.0	1.0	0.947368421053	1.0
862279	1.0	1.0	0.263157894737	1.0
862282	1.0	1.0	0.263157894737	1.0
862290	0.0	1.0	0.0	0.0
862317	1.0	0.983870967742	1.0	1.0
862332	1.0	0.645161290323	0.868421052632	1.0
862333	1.0	1.0	1.0	0.0
862345	0.0	1.0	0.342105263158	0.0
862351	1.0	1.0	0.868421052632	1.0
862353	1.0	1.0	1.0	0.0
862396	0.0	0.403225806452	0.0	0.0
862401	1.0	1.0	1.0	0.0
862512	1.0	0.548387096774	1.0	1.0
862528	1.0	0.983870967742	1.0	1.0
862552	0.0	0.935483870968	0.842105263158	0.0
862562	1.0	0.983870967742	1.0	1.0
862572	1.0	0.967741935484	1.0	1.0
862609	1.0	1.0	0.947368421053	1.0
862615	1.0	1.0	1.0	0.0
862618	0.5	1.0	1.0	1.0
862624	0.5	0.91935483871	0.131578947368	1.0
862630	1.0	0.951612903226	1.0	1.0
862687	1.0	0.91935483871	1.0	1.0
862693	1.0	0.967741935484	1.0	1.0
862704	0.0	1.0	0.973684210526	1.0
862705	0.5	1.0	0.0	1.0
862724	1.0	0.935483870968	1.0	1.0
862729	0.5	0.870967741935	0.394736842105	1.0
862734	1.0	0.838709677419	0.368421052632	1.0
862748	1.0	1.0	1.0	0.0
862749	1.0	1.0	1.0	0.0
862751	1.0	0.91935483871	1.0	1.0
862765	1.0	1.0	1.0	0.0
876775	1.0	0.983870967742	1.0	1.0
876816	1.0	1.0	1.0	0.0
876935	1.0	0.967741935484	0.947368421053	1.0
876948	1.0	0.822580645161	1.0	1.0
877012	1.0	0.951612903226	1.0	1.0
877015	1.0	1.0	0.552631578947	1.0
877189	1.0	1.0	0.526315789474	0.0
877192	1.0	1.0	0.973684210526	1.0
877216	1.0	1.0	0.973684210526	0.0
877237	1.0	0.758064516129	1.0	1.0
877240	1.0	1.0	1.0	0.0
877255	1.0	1.0	0.947368421053	1.0
877264	0.0	1.0	1.0	1.0
877282	1.0	0.935483870968	1.0	1.0
877305	1.0	1.0	0.947368421053	1.0
877309	1.0	1.0	0.447368421053	1.0
877320	1.0	0.774193548387	1.0	1.0
877333	1.0	0.91935483871	1.0	1.0
877387	1.0	1.0	0.0	0.0
877393	1.0	0.548387096774	1.0	1.0
877396	1.0	0.967741935484	1.0	1.0
877410	0.0	1.0	1.0	1.0
877411	0.0	1.0	1.0	1.0
877425	1.0	0.967741935484	1.0	1.0
877426	1.0	1.0	0.447368421053	1.0
877441	1.0	0.951612903226	1.0	1.0
877468	0.0	0.532258064516	0.0	0.0
877471	0.0	1.0	1.0	1.0
877473	1.0	1.0	0.894736842105	1.0
877488	0.0	1.0	1.0	1.0
877489	1.0	0.951612903226	1.0	1.0
877496	0.0	0.516129032258	0.0	1.0
877497	0.0	1.0	1.0	1.0
877501	1.0	0.758064516129	1.0	1.0
877515	1.0	1.0	0.0	0.0
877527	1.0	0.629032258065	1.0	1.0
877531	0.0	1.0	1.0	1.0
877561	1.0	1.0	1.0	0.0
877597	1.0	0.596774193548	1.0	1.0
877615	1.0	1.0	0.421052631579	1.0
877642	1.0	1.0	0.605263157895	1.0
877645	1.0	1.0	0.605263157895	1.0
877648	1.0	1.0	0.447368421053	1.0
877662	1.0	1.0	0.447368421053	1.0
877674	0.0	1.0	1.0	1.0
877687	1.0	0.983870967742	1.0	1.0
878058	0.0	0.758064516129	1.0	0.0
878085	0.0	1.0	1.0	1.0
878087	1.0	1.0	1.0	0.0
878090	1.0	0.838709677419	1.0	1.0
878091	1.0	0.91935483871	1.0	1.0
878103	1.0	0.951612903226	1.0	1.0
878106	0.0	0.903225806452	1.0	1.0
878130	1.0	1.0	0.868421052632	1.0
878133	1.0	0.91935483871	1.0	1.0
878162	1.0	0.903225806452	0.868421052632	1.0
878178	1.0	1.0	0.868421052632	1.0
878202	1.0	0.935483870968	1.0	1.0
878211	1.0	1.0	0.868421052632	1.0
878228	0.0	0.661290322581	0.0	0.0
878233	1.0	0.91935483871	1.0	1.0
878245	1.0	1.0	0.894736842105	1.0
878250	0.0	0.935483870968	0.868421052632	0.0
883970	1.0	1.0	1.0	0.0
883996	0.0	1.0	0.0	1.0
884030	1.0	1.0	1.0	0.0
884032	0.0	1.0	1.0	1.0
884033	1.0	1.0	1.0	0.0
884036	1.0	1.0	1.0	0.0
884041	1.0	0.758064516129	1.0	1.0
884044	1.0	1.0	1.0	0.0
884076	0.0	1.0	1.0	1.0
884109	1.0	1.0	1.0	0.0
884118	1.0	1.0	1.0	0.0
884241	0.0	1.0	0.0	0.0
884247	1.0	1.0	0.0	1.0
884277	1.0	0.854838709677	1.0	1.0
884289	0.0	1.0	0.0	0.0
884307	0.0	1.0	1.0	1.0
884319	0.0	0.774193548387	0.0	0.0
884337	1.0	0.870967741935	0.0	1.0
884339	0.0	0.225806451613	0.0	0.0
884427	1.0	0.967741935484	1.0	1.0
884505	1.0	1.0	0.657894736842	1.0
884556	0.0	1.0	1.0	0.0
884579	1.0	1.0	0.684210526316	1.0
884581	0.0	1.0	0.631578947368	0.0
884589	1.0	1.0	1.0	0.0
884594	0.5	1.0	1.0	1.0
884612	1.0	0.951612903226	1.0	1.0
884613	1.0	0.903225806452	1.0	1.0
884616	1.0	1.0	1.0	0.0
884622	1.0	1.0	1.0	0.0
884626	1.0	1.0	1.0	0.0
884628	1.0	1.0	1.0	0.0
908180	1.0	0.983870967742	1.0	1.0
908191	0.0	0.838709677419	1.0	1.0
908201	1.0	1.0	1.0	0.0
908211	1.0	0.983870967742	1.0	1.0
908240	0.0	1.0	1.0	1.0
908293	0.0	1.0	1.0	1.0
908305	0.0	1.0	1.0	1.0
908314	0.5	1.0	1.0	1.0
908316	1.0	1.0	0.0	1.0
908381	1.0	1.0	0.0	1.0
908405	0.5	1.0	1.0	1.0
908408	0.5	1.0	1.0	1.0
916747	1.0	1.0	0.736842105263	1.0
916751	1.0	0.983870967742	1.0	1.0
916764	1.0	0.951612903226	1.0	1.0
916789	1.0	0.983870967742	1.0	1.0
916804	1.0	0.983870967742	1.0	1.0
916862	0.0	0.725806451613	1.0	1.0
916865	0.0	0.725806451613	1.0	1.0
916892	1.0	1.0	0.868421052632	1.0
917079	1.0	1.0	0.421052631579	1.0
917092	1.0	1.0	0.789473684211	1.0
917103	1.0	0.967741935484	1.0	1.0
917118	1.0	0.983870967742	1.0	1.0
917134	1.0	0.983870967742	1.0	1.0
917143	1.0	0.983870967742	0.0	1.0
917145	1.0	0.967741935484	0.0	1.0
917148	1.0	0.967741935484	0.0	1.0
917152	1.0	1.0	0.789473684211	1.0
917159	0.0	0.709677419355	0.0	0.0
917165	1.0	0.967741935484	0.0	1.0
917183	1.0	0.983870967742	1.0	1.0
917699	1.0	0.91935483871	1.0	1.0
917701	0.0	0.91935483871	1.0	1.0
917737	1.0	0.645161290323	1.0	1.0
917745	0.0	1.0	1.0	1.0
917767	1.0	1.0	0.736842105263	1.0
917773	0.0	1.0	1.0	1.0
917825	1.0	0.693548387097	1.0	1.0
917995	1.0	0.774193548387	0.421052631579	1.0
917996	1.0	0.774193548387	0.421052631579	1.0
924516	0.0	1.0	0.105263157895	0.0
924538	0.0	1.0	1.0	1.0
924567	1.0	0.983870967742	1.0	1.0
924573	0.0	0.612903225806	0.0	0.0
924576	1.0	1.0	0.868421052632	1.0
924613	1.0	0.983870967742	1.0	1.0
924618	1.0	0.693548387097	1.0	1.0
924657	1.0	0.967741935484	1.0	1.0
924668	0.0	1.0	1.0	0.0
924695	1.0	0.983870967742	1.0	1.0
924709	0.0	1.0	1.0	1.0
924713	1.0	0.677419354839	0.184210526316	1.0
924721	1.0	1.0	0.815789473684	1.0
924740	0.5	1.0	1.0	1.0
924801	1.0	1.0	1.0	0.0
924823	1.0	0.983870967742	1.0	1.0
924865	1.0	1.0	1.0	0.0
924895	1.0	1.0	1.0	0.0
924896	1.0	1.0	1.0	0.0
924899	1.0	1.0	1.0	0.0
924901	0.0	1.0	1.0	1.0
926093	1.0	1.0	0.842105263158	1.0
926123	0.0	1.0	1.0	0.0
926124	1.0	0.983870967742	1.0	1.0
926232	1.0	0.967741935484	1.0	1.0
926248	0.5	1.0	1.0	1.0
926253	1.0	1.0	1.0	0.0
926270	0.5	1.0	1.0	1.0
926303	1.0	1.0	0.973684210526	1.0
933005	0.0	1.0	1.0	1.0
933025	1.0	0.983870967742	1.0	1.0
933126	1.0	1.0	0.710526315789	1.0
933154	1.0	1.0	0.0263157894737	1.0
933291	1.0	0.91935483871	1.0	1.0
933390	1.0	0.983870967742	1.0	1.0
933443	1.0	0.903225806452	0.263157894737	1.0
933449	1.0	1.0	0.842105263158	1.0
933761	1.0	0.91935483871	1.0	1.0
933767	1.0	1.0	0.842105263158	1.0
933776	0.0	1.0	0.789473684211	0.0
933779	0.0	1.0	1.0	1.0
933791	1.0	0.822580645161	1.0	1.0
933848	0.0	1.0	1.0	1.0
933866	0.0	0.790322580645	0.0	0.0
933910	0.0	1.0	0.0	0.0
933935	1.0	1.0	0.973684210526	1.0
933984	1.0	0.91935483871	1.0	1.0
936288	1.0	0.903225806452	1.0	1.0
936303	1.0	0.983870967742	1.0	1.0
936324	1.0	1.0	1.0	0.0
936333	1.0	1.0	1.0	0.0
936345	1.0	0.5	0.0	0.0
936357	0.0	1.0	1.0	1.0
936372	0.0	0.483870967742	0.0	0.0
936414	1.0	0.951612903226	1.0	1.0
936479	0.0	0.387096774194	0.0	0.0
936603	1.0	0.983870967742	0.868421052632	1.0
936715	0.0	1.0	1.0	1.0
936719	0.0	1.0	1.0	1.0
936736	1.0	1.0	1.0	0.0
936740	1.0	1.0	1.0	0.0
936758	1.0	0.983870967742	1.0	1.0
936778	1.0	0.951612903226	1.0	1.0
936927	1.0	0.983870967742	1.0	1.0
936951	0.0	1.0	1.0	1.0
936965	0.0	0.806451612903	0.0	0.0
946166	0.0	0.596774193548	0.0	0.0
946194	1.0	0.629032258065	0.0	1.0
946239	1.0	0.645161290323	1.0	1.0
946338	1.0	0.596774193548	1.0	0.0
946347	1.0	1.0	1.0	0.0
946353	0.0	1.0	1.0	1.0
946355	1.0	1.0	1.0	0.0
946776	0.5	0.258064516129	1.0	0.0
946799	1.0	0.951612903226	1.0	1.0
948626	1.0	0.58064516129	1.0	1.0
948678	1.0	1.0	1.0	0.0
948680	0.0	0.645161290323	0.0	0.0
948702	1.0	0.645161290323	1.0	1.0
948716	1.0	1.0	1.0	0.0
948717	1.0	1.0	1.0	0.0
948756	1.0	1.0	0.842105263158	1.0
948769	0.5	1.0	1.0	1.0
953605	1.0	0.741935483871	0.657894736842	1.0
953650	1.0	0.903225806452	1.0	1.0
953679	1.0	1.0	1.0	0.0
953691	1.0	1.0	0.842105263158	1.0
953692	0.0	1.0	1.0	1.0
