chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
8	413053	414543	0.00436	0.015546	0.009806	0.007064	0.022945	0.016797	0.032934	0.021872	0.024682	0.017041	0.035287	0.031414	0.028385	0.028045	0.027816	0.031606	0.014239	0.008797	0.028256	0.028714
8	447929	449439	0.001571	0.009615	0.005335	0.0021	0.008791	0.009143	0.010055	0.01328	0.009078	0.001804	0.014763	0.006245	0.013183	0.017416	0.016458	0.018531	0.00521	0.002878	0.014792	0.013443
8	450867	451536	0.004223	0.009435	0.006716	0.006126	0.017018	0.018487	0.019969	0.012186	0.01754	0.019419	0.017597	0.022797	0.033558	0.035075	0.02176	0.023694	0.01104	0.006829	0.034134	0.033372
8	452225	453452	0.00799	0.011204	0.010112	0.006795	0.014841	0.014706	0.013668	0.014963	0.014631	0.007396	0.030948	0.011168	0.028362	0.031506	0.026337	0.02951	0.010784	0.008361	0.029547	0.028897
8	466480	467114	0.009572	0.013161	0.011821	0.008374	0.011482	0.013676	0.017367	0.016898	0.012506	0.012513	0.023888	0.016014	0.028613	0.028056	0.022876	0.025984	0.010019	0.009325	0.028399	0.028555
8	467689	468008	0.012593	0.006027	0.014007	0.01545	0.016878	0.019243	0.019914	0.01801	0.017406	0.018063	0.019933	0.018065	0.017425	0.016941	0.018668	0.019531	0.015728	0.01572	0.01723	0.017671
8	500856	501955	0.006842	0.003312	0.010362	0.008559	0.016374	0.015263	0.026194	0.019121	0.018087	0.019416	0.032378	0.020493	0.024108	0.021866	0.02945	0.030227	0.012034	0.010021	0.023256	0.024405
8	502663	503130	0.003921	0.000534	0.005374	0.005494	0.014313	0.016326	0.009314	0.00918	0.013444	0.015118	0.028157	0.012958	0.026089	0.020468	0.019456	0.023237	0.009477	0.006889	0.023957	0.026343
8	507758	508144	0.011387	0.015319	0.012927	0.005487	0.018755	0.015844	0.017651	0.016269	0.018563	0.010099	0.036176	0.033592	0.021923	0.016932	0.031144	0.02907	0.01263	0.007373	0.020006	0.022285
8	511997	512301	0.019378	0.002693	0.018538	0.010387	0.021424	0.020184	0.009395	0.017752	0.019388	0.006526	0.020592	0.021121	0.032068	0.037383	0.026166	0.015164	0.016973	0.011014	0.034123	0.032246
8	520500	521611	0.000853	0.007947	0.00553	0.008044	0.019523	0.013506	0.014935	0.015724	0.018751	0.015353	0.019831	0.018711	0.025847	0.020602	0.020792	0.020383	0.01253	0.008768	0.02385	0.025968
8	526200	527006	0.002866	0.005051	0.007128	0.009303	0.017896	0.020167	0.012162	0.017174	0.016899	0.015842	0.014528	0.023033	0.027135	0.033727	0.017762	0.014268	0.012524	0.009626	0.02964	0.027082
8	530406	531390	0.001458	0.009679	0.00662	0.007581	0.015718	0.014992	0.015428	0.017147	0.015818	0.011314	0.021024	0.025544	0.022925	0.026008	0.020492	0.021489	0.010667	0.008405	0.024074	0.023001
8	541022	541483	0.007848	0.003247	0.011216	0.004449	0.023165	0.021056	0.020406	0.019737	0.022685	0.009903	0.016339	0.019515	0.021924	0.023468	0.025404	0.018939	0.01384	0.005179	0.022511	0.021949
8	553367	554350	0.001154	0.005588	0.005299	0.005406	0.012112	0.01485	0.016423	0.014715	0.012925	0.007773	0.011493	0.016159	0.038588	0.04087	0.014823	0.014966	0.008046	0.005778	0.039536	0.03864
8	567920	568277	0.001081	0.010974	0.006126	0.006672	0.026494	0.019676	0.01712	0.017348	0.024863	0.012315	0.042215	0.023022	0.022662	0.020141	0.039694	0.02933	0.015312	0.008855	0.021704	0.022739
8	582629	583340	0.007316	0.017071	0.015092	0.002533	0.015102	0.022375	0.025093	0.033626	0.017008	0.012547	0.026078	0.016337	0.021389	0.024026	0.026355	0.044476	0.009229	0.003981	0.02242	0.021686
8	584286	584838	0.002927	0.005425	0.005797	0.00035	0.002745	0.007091	0.010019	0.012468	0.00401	0.004608	0.012833	0.010121	0.031733	0.034168	0.015133	0.019892	0.001856	0.001121	0.032658	0.0319
8	621119	622655	0.00293	0.0056	0.005014	0.003009	0.009377	0.01158	0.009279	0.009784	0.009358	0.006447	0.014586	0.014146	0.022457	0.024273	0.017732	0.015859	0.006025	0.00372	0.023144	0.02265
8	634681	635171	0.001463	0.001895	0.003616	0.007842	0.009073	0.006749	0.012276	0.007089	0.009674	0.008918	0.019013	0.01224	0.047168	0.045865	0.022395	0.023469	0.007583	0.00853	0.046206	0.047307
8	648106	649410	0.000818	0.001733	0.005549	0.004366	0.009892	0.009316	0.015334	0.016468	0.01096	0.004633	0.017199	0.015802	0.021005	0.023493	0.018895	0.016922	0.00653	0.005153	0.021982	0.021198
8	685283	686465	0.014228	0.022178	0.018054	0.005357	0.017835	0.016305	0.025609	0.026522	0.019187	0.004312	0.030825	0.023709	0.027946	0.030947	0.033641	0.037542	0.012556	0.006944	0.029086	0.028461
8	690171	691728	0.001456	0.002225	0.004612	0.008169	0.015682	0.013549	0.011828	0.012131	0.015012	0.008076	0.020931	0.018005	0.025979	0.027043	0.019775	0.018224	0.010806	0.008956	0.026381	0.026071
8	706693	707372	0.000841	0.004464	0.003451	0.003042	0.009673	0.009675	0.015099	0.009394	0.010616	0.003817	0.022458	0.031281	0.027605	0.023259	0.021053	0.025919	0.005898	0.004236	0.025961	0.02789
8	710814	711841	0.000894	0.001077	0.003458	0.002901	0.011485	0.01216	0.007931	0.009606	0.010867	0.005533	0.01161	0.012442	0.026108	0.034047	0.016537	0.013011	0.006702	0.003436	0.029125	0.026265
8	720753	722296	0.003974	0.002961	0.006812	0.002754	0.024995	0.025401	0.023436	0.013908	0.024783	0.006165	0.031376	0.015215	0.022016	0.029827	0.020657	0.024611	0.013512	0.004514	0.024983	0.0224
8	730919	731434	0.003393	0.009136	0.007826	0.009552	0.017077	0.019011	0.016505	0.018059	0.016959	0.01074	0.033048	0.0172	0.021827	0.02295	0.029915	0.03343	0.012211	0.011238	0.022252	0.021903
8	739981	740400	0.005832	0.0	0.007605	0.001767	0.012323	0.015664	0.015707	0.012406	0.012912	0.006183	0.026421	0.017492	0.026421	0.021617	0.024624	0.025	0.007368	0.003283	0.024595	0.026711
8	743784	744683	0.001161	0.005244	0.005126	0.005963	0.016276	0.017036	0.012191	0.014285	0.015566	0.012577	0.02998	0.018722	0.039345	0.03984	0.029711	0.028643	0.01019	0.007439	0.039533	0.03961
8	751360	752301	0.005122	0.005042	0.008988	0.001904	0.021307	0.026344	0.021424	0.016783	0.021985	0.017816	0.027258	0.019168	0.030032	0.032993	0.025673	0.023222	0.011596	0.003477	0.031157	0.030009
8	766349	767509	0.007551	0.004583	0.010769	0.004923	0.020525	0.018443	0.015799	0.018795	0.0197	0.007523	0.017799	0.013798	0.036499	0.041932	0.023504	0.015612	0.012722	0.005713	0.038567	0.036609
8	771069	771977	0.001552	0.005029	0.00585	0.010518	0.015239	0.013008	0.017026	0.015865	0.01555	0.012474	0.024788	0.01919	0.02532	0.027126	0.02759	0.021177	0.011546	0.011425	0.026007	0.02546
8	776878	777300	0.000514	0.009484	0.007014	0.014731	0.035383	0.030452	0.028791	0.021906	0.036164	0.014706	0.034165	0.035575	0.034431	0.039069	0.037938	0.033491	0.022537	0.015928	0.036194	0.034427
8	792377	792678	0.001747	0.006859	0.004297	0.002259	0.005445	0.005984	0.008625	0.009956	0.005998	0.004468	0.010575	0.010281	0.047533	0.050627	0.012287	0.017384	0.003703	0.002769	0.048709	0.047806
8	1217742	1218441	7.5e-05	0.000357	0.002642	0.002371	0.010029	0.008847	0.01017	0.008788	0.010054	0.002522	0.01672	0.0065	0.023563	0.02218	0.011466	0.015893	0.005951	0.003413	0.023025	0.023717
8	1256923	1257751	0.001382	0.001551	0.001626	0.00019	0.002694	0.001387	0.002211	0.002292	0.002421	0.000101	0.0	0.000101	0.0	0.000784	0.0	0.0	0.001034	0.00019	0.000302	0.0
8	1423720	1424308	0.017599	0.014431	0.018105	0.018263	0.022716	0.021334	0.020085	0.019614	0.022259	0.018642	0.028412	0.020421	0.029381	0.02788	0.026852	0.02674	0.020282	0.0189	0.028808	0.029524
8	1430469	1431187	0.013433	0.012368	0.015136	0.019317	0.02135	0.016848	0.021363	0.019166	0.021394	0.019748	0.028871	0.020021	0.027076	0.024962	0.025657	0.028164	0.019453	0.019914	0.026274	0.027143
8	1440441	1441256	0.002552	0.005734	0.006925	0.002008	0.019447	0.016039	0.016361	0.017149	0.01891	0.011524	0.027692	0.021762	0.032634	0.028896	0.023607	0.025276	0.010385	0.003587	0.031213	0.032724
8	1442348	1442856	0.003686	0.003578	0.005042	0.002631	0.007982	0.008737	0.005918	0.008311	0.007623	0.002989	0.011883	0.026618	0.015876	0.014683	0.011891	0.013261	0.005328	0.003203	0.015422	0.015932
8	1452291	1452542	0.009873	0.009637	0.014635	0.008741	0.01871	0.036028	0.021	0.026107	0.019108	0.03066	0.038857	0.026313	0.029065	0.032999	0.043964	0.045635	0.013643	0.010614	0.030558	0.029843
8	1457266	1457706	0.002213	0.001539	0.004458	0.006722	0.011011	0.009627	0.008769	0.009921	0.010621	0.006583	0.033721	0.016092	0.022127	0.02745	0.039981	0.037132	0.008125	0.008384	0.024151	0.022676
8	1460339	1460927	0.005542	0.001585	0.005786	0.003042	0.008246	0.008443	0.006665	0.006736	0.007971	0.003949	0.017078	0.013381	0.012307	0.010284	0.020388	0.017065	0.005955	0.003965	0.011519	0.012727
8	1462299	1462701	0.001564	0.009571	0.005574	0.001905	0.0127	0.028362	0.013908	0.01448	0.01291	0.024174	0.014528	0.020572	0.03562	0.039115	0.015541	0.013958	0.006995	0.002684	0.036948	0.035631
8	1465647	1467065	0.006346	0.006871	0.009497	0.003216	0.021232	0.022334	0.017084	0.017435	0.02036	0.005361	0.016815	0.008472	0.023305	0.029945	0.026798	0.022992	0.01204	0.004051	0.025697	0.023436
8	1469919	1471345	0.002006	0.005234	0.004367	0.008162	0.015063	0.013139	0.016242	0.009748	0.015268	0.008815	0.015586	0.019092	0.02537	0.021407	0.012992	0.016041	0.010572	0.008615	0.023864	0.0253
8	1483411	1484635	0.007429	0.00586	0.008518	0.003392	0.014522	0.014442	0.012521	0.011124	0.014676	0.010283	0.01551	0.010276	0.019974	0.01707	0.015951	0.013061	0.009323	0.004161	0.019009	0.019912
8	1492160	1492739	0.001003	0.002641	0.005745	0.002394	0.007464	0.005123	0.02759	0.021618	0.010161	0.00985	0.024822	0.008358	0.036425	0.029326	0.018243	0.020797	0.004729	0.003817	0.033807	0.036136
8	1494335	1495013	0.000991	0.001368	0.002893	0.00184	0.00966	0.008203	0.010784	0.007432	0.009856	0.009399	0.010784	0.015939	0.032139	0.028757	0.007713	0.008837	0.005441	0.002389	0.030854	0.031986
8	1508322	1509234	0.001623	0.010671	0.004971	0.011152	0.02043	0.014489	0.020959	0.012452	0.020516	0.014675	0.030156	0.022515	0.027559	0.027815	0.030553	0.029938	0.014227	0.012329	0.028254	0.027824
8	1509633	1511044	0.001616	0.000885	0.004932	0.009113	0.019481	0.016419	0.017994	0.012972	0.019222	0.009085	0.022263	0.012599	0.039192	0.040145	0.027397	0.022663	0.012983	0.009921	0.039554	0.039295
8	1518355	1518615	0.005842	0.013136	0.008943	0.006942	0.019363	0.015707	0.017921	0.01574	0.019111	0.024018	0.02373	0.02373	0.022185	0.011405	0.01332	0.019157	0.012694	0.007975	0.018087	0.021791
8	1520366	1520655	0.000888	0.0	0.002822	0.008537	0.010351	0.016546	0.016794	0.007169	0.011503	0.022257	0.020242	0.016794	0.030587	0.020871	0.010799	0.017241	0.008309	0.00925	0.026891	0.030599
8	1522218	1522830	0.006145	0.008739	0.012278	0.005697	0.01536	0.019204	0.024779	0.026788	0.016998	0.010797	0.025864	0.019813	0.028232	0.032626	0.029578	0.01876	0.01036	0.006939	0.029902	0.02837
8	1527965	1528433	0.00936	0.013321	0.012226	0.007726	0.024817	0.023093	0.020118	0.020215	0.024771	0.005617	0.023832	0.034734	0.009629	0.01139	0.024142	0.020078	0.01609	0.008744	0.010299	0.009669
8	1544214	1545787	0.000891	0.006852	0.00402	0.001675	0.00684	0.007373	0.011146	0.010094	0.007983	0.002046	0.014664	0.013342	0.029256	0.028222	0.013593	0.009609	0.004022	0.002476	0.029104	0.029195
8	1550589	1552055	0.01521	0.017796	0.018348	0.015334	0.023558	0.020922	0.019776	0.025657	0.0229	0.023759	0.028762	0.026002	0.026233	0.033886	0.03098	0.027096	0.019231	0.016155	0.029141	0.026277
8	1552980	1553917	0.005105	0.008919	0.007681	0.008244	0.014069	0.017542	0.014699	0.01347	0.014261	0.014005	0.025888	0.020293	0.020621	0.02098	0.024221	0.02548	0.01059	0.009382	0.020804	0.020799
8	1556689	1557930	0.00643	0.006643	0.008124	0.00972	0.010937	0.018737	0.01371	0.012178	0.011419	0.017793	0.015324	0.011379	0.0177	0.019069	0.017057	0.015197	0.009835	0.010085	0.018223	0.017638
8	1571344	1572382	0.002268	0.017391	0.010225	0.013353	0.024376	0.016098	0.02809	0.027091	0.025788	0.020287	0.039073	0.019637	0.031948	0.038188	0.034016	0.035731	0.017059	0.014946	0.034502	0.031928
8	1581349	1581735	0.003147	0.016932	0.009446	0.003555	0.022629	0.024911	0.019502	0.023093	0.022128	0.005922	0.020603	0.002468	0.036063	0.042864	0.030406	0.032707	0.012566	0.004615	0.038638	0.036434
8	1603695	1603968	0.0	0.0	0.004288	0.001639	0.019131	0.019465	0.004533	0.014599	0.016592	0.01658	0.004533	0.009095	0.018778	0.029197	0.014599	0.0	0.009732	0.001816	0.022737	0.018647
8	1604308	1605017	0.00157	0.004205	0.007658	0.002524	0.020132	0.02058	0.013042	0.023003	0.018723	0.005019	0.011189	0.006842	0.023131	0.033819	0.026726	0.016489	0.010768	0.00306	0.027192	0.023317
8	1648137	1649411	0.000444	0.000588	0.001283	0.002245	0.014694	0.014757	0.014349	0.003287	0.014634	0.003255	0.006237	0.003491	0.021113	0.017895	0.015542	0.015196	0.007914	0.00249	0.01989	0.021115
8	1653490	1654611	0.001942	0.000382	0.003827	0.002687	0.028667	0.029943	0.025078	0.008502	0.028043	0.004217	0.006138	0.005915	0.031956	0.027723	0.028778	0.025178	0.014947	0.002898	0.030348	0.03196
8	1660153	1661510	0.001069	0.000816	0.002154	0.003913	0.029554	0.030479	0.027231	0.004785	0.02915	0.00516	0.012835	0.005097	0.021606	0.031397	0.032114	0.029753	0.015761	0.004479	0.02541	0.021745
8	1679867	1681432	0.00029	0.008051	0.004226	0.003299	0.007958	0.006845	0.015483	0.012977	0.009267	0.00562	0.017715	0.018194	0.031414	0.030164	0.015477	0.014767	0.005089	0.004184	0.030939	0.031489
8	1686558	1688099	0.002433	0.009488	0.008067	0.003382	0.016446	0.01739	0.019162	0.02057	0.017144	0.010108	0.021976	0.017578	0.028848	0.033381	0.023961	0.02594	0.009483	0.004535	0.030595	0.029137
8	1692670	1693779	0.00355	0.010869	0.009039	0.012014	0.021272	0.022578	0.019795	0.021195	0.021191	0.017003	0.024166	0.025821	0.039967	0.043196	0.029113	0.022523	0.015256	0.012784	0.041171	0.039968
8	1697450	1698848	0.001278	0.005157	0.005052	0.004508	0.011767	0.010452	0.013927	0.01376	0.012144	0.008981	0.01802	0.013374	0.028799	0.030736	0.019995	0.020372	0.007508	0.005341	0.029809	0.028905
8	1704879	1705453	0.001983	0.000436	0.007256	0.003818	0.012642	0.012206	0.01806	0.018957	0.014441	0.003507	0.033957	0.02786	0.026129	0.025914	0.030361	0.024172	0.007741	0.00572	0.02606	0.026836
8	1744629	1746172	0.005218	0.001804	0.008393	0.008824	0.014469	0.011959	0.01637	0.016328	0.01482	0.01178	0.023998	0.020281	0.032665	0.034701	0.025259	0.024288	0.010986	0.009765	0.03344	0.032916
8	1750833	1751449	0.003565	0.008697	0.009777	0.007131	0.026202	0.01721	0.018456	0.024364	0.024976	0.011827	0.033289	0.020171	0.045831	0.041695	0.034126	0.033685	0.01573	0.008744	0.044257	0.045971
8	1756444	1757827	0.004757	0.00643	0.00721	0.00656	0.018571	0.015347	0.019214	0.012993	0.018673	0.011208	0.017447	0.019301	0.066755	0.069966	0.014062	0.013919	0.011934	0.00723	0.06808	0.066669
8	1773846	1775027	0.022122	0.021592	0.023273	0.021333	0.034828	0.032949	0.032705	0.026087	0.034459	0.025953	0.025935	0.026194	0.029595	0.039485	0.034961	0.032811	0.027868	0.02161	0.033353	0.029464
8	1788874	1789290	0.002159	0.001893	0.007422	0.007686	0.014176	0.012957	0.026623	0.020101	0.01634	0.016984	0.0185	0.017023	0.051924	0.045276	0.009765	0.015663	0.00999	0.00835	0.049398	0.051581
8	1820510	1821506	0.011711	0.008143	0.014305	0.015731	0.025917	0.02797	0.025232	0.020936	0.025785	0.016411	0.023484	0.028451	0.037523	0.042364	0.02592	0.024407	0.020005	0.0162	0.039365	0.037478
8	1828857	1829627	0.003804	0.004679	0.010513	0.009204	0.023481	0.019068	0.026448	0.026563	0.023997	0.013117	0.023158	0.027603	0.039224	0.031231	0.020889	0.017672	0.015232	0.010058	0.036187	0.039154
8	1845691	1845960	0.004457	0.005997	0.007654	0.009802	0.01075	0.010334	0.015538	0.015399	0.011518	0.010883	0.017447	0.022864	0.052606	0.053571	0.018124	0.019123	0.009468	0.010273	0.052957	0.052948
8	1860778	1861038	0.004778	0.007722	0.007006	0.004194	0.03116	0.029466	0.034562	0.012091	0.031752	0.002491	0.030701	0.025159	0.031635	0.037696	0.024995	0.027027	0.017112	0.005824	0.033938	0.031974
8	1873233	1874791	0.000495	0.001558	0.002892	0.00203	0.007847	0.011034	0.006919	0.008558	0.007686	0.009159	0.013967	0.013977	0.020174	0.021066	0.015293	0.014432	0.004583	0.002765	0.020514	0.020255
8	1882354	1883533	0.001691	0.005851	0.007035	0.010092	0.01796	0.018728	0.023345	0.019759	0.018848	0.01555	0.022017	0.017889	0.026974	0.02578	0.017268	0.018782	0.012644	0.010822	0.02652	0.027059
8	1885267	1886020	0.004598	0.005265	0.008973	0.009922	0.021283	0.016041	0.020793	0.019431	0.021198	0.012673	0.023776	0.027846	0.040419	0.041274	0.028587	0.02905	0.014578	0.010773	0.040733	0.040484
8	1891120	1891774	0.009836	0.003762	0.010455	0.002222	0.00989	0.010285	0.011457	0.012505	0.010162	0.003144	0.009062	0.007831	0.020044	0.024548	0.011129	0.01355	0.006953	0.002641	0.021756	0.020134
8	1894166	1894572	0.0015	0.003422	0.005788	0.004462	0.020913	0.021969	0.009135	0.015929	0.018853	0.013289	0.023024	0.040838	0.031822	0.035892	0.02975	0.01812	0.011851	0.005603	0.033352	0.031864
8	1899463	1900858	0.000575	0.006933	0.004964	0.011416	0.020859	0.022546	0.023627	0.014935	0.02134	0.017712	0.028803	0.020346	0.044794	0.04511	0.02756	0.028564	0.014393	0.012485	0.044929	0.044951
